,state,dates
9564,KL,2020-06-09
9565,KL,2020-06-10
9566,KL,2020-06-11
9567,KL,2020-06-12
9568,KL,2020-06-13
9569,KL,2020-06-14
9570,KL,2020-06-15
9571,KL,2020-06-16
9572,KL,2020-06-17
9573,KL,2020-06-18
9574,KL,2020-06-19
9575,KL,2020-06-20
9576,KL,2020-06-21
9577,KL,2020-06-22
9578,KL,2020-06-23
9579,KL,2020-06-24
9580,KL,2020-06-25
9581,KL,2020-06-26
9582,KL,2020-06-27
9583,KL,2020-06-28
9584,KL,2020-06-29
9585,KL,2020-06-30
9586,KL,2020-07-01
9587,KL,2020-07-02
9588,KL,2020-07-03
9589,KL,2020-07-04
9590,KL,2020-07-05
9591,KL,2020-07-06
9592,KL,2020-07-07
9593,KL,2020-07-08
9594,KL,2020-07-09
9595,KL,2020-07-10
9596,KL,2020-07-11
9597,KL,2020-07-12
9598,KL,2020-07-13
9599,KL,2020-07-14
9600,KL,2020-07-15
9601,KL,2020-07-16
9602,KL,2020-07-17
9603,KL,2020-07-18
9604,KL,2020-07-19
9605,KL,2020-07-20
9606,KL,2020-07-21
9607,KL,2020-07-22
9608,KL,2020-07-23
9609,KL,2020-07-24
9610,KL,2020-07-25
9611,KL,2020-07-26
9612,KL,2020-07-27
9613,KL,2020-07-28
9614,KL,2020-07-29
9615,KL,2020-07-30
9616,KL,2020-07-31
9617,KL,2020-08-01
9618,KL,2020-08-02
9619,KL,2020-08-03
9620,KL,2020-08-04
9621,KL,2020-08-05
9622,KL,2020-08-06
9623,KL,2020-08-07
9624,KL,2020-08-08
9625,KL,2020-08-09
9626,KL,2020-08-10
9627,KL,2020-08-11
9628,KL,2020-08-12
9629,KL,2020-08-13
9630,KL,2020-08-14
9631,KL,2020-08-15
9632,KL,2020-08-16
9633,KL,2020-08-17
9634,KL,2020-08-18
9635,KL,2020-08-19
9636,KL,2020-08-20
9637,KL,2020-08-21
9638,KL,2020-08-22
9639,KL,2020-08-23
9640,KL,2020-08-24
9641,KL,2020-08-25
9642,KL,2020-08-26
9643,KL,2020-08-27
9644,KL,2020-08-28
9645,KL,2020-08-29
9646,KL,2020-08-30
9647,KL,2020-08-31
9648,KL,2020-09-01
9649,KL,2020-09-02
9650,KL,2020-09-03
9651,KL,2020-09-04
9652,KL,2020-09-05
9653,KL,2020-09-06
9654,KL,2020-09-07
9655,KL,2020-09-08
9656,KL,2020-09-09
9657,KL,2020-09-10
9658,KL,2020-09-11
9659,KL,2020-09-12
9660,KL,2020-09-13
9661,KL,2020-09-14
9662,KL,2020-09-15
9663,KL,2020-09-16
9664,KL,2020-09-17
9665,KL,2020-09-18
9666,KL,2020-09-19
9667,KL,2020-09-20
9668,KL,2020-09-21
9669,KL,2020-09-22
9670,KL,2020-09-23
9671,KL,2020-09-24
9672,KL,2020-09-25
9673,KL,2020-09-26
9674,KL,2020-09-27
9675,KL,2020-09-28
9676,KL,2020-09-29
9677,KL,2020-09-30
9678,KL,2020-10-01
9679,KL,2020-10-02
9680,KL,2020-10-03
9681,KL,2020-10-04
9682,KL,2020-10-05
9683,KL,2020-10-06
9684,KL,2020-10-07
9685,KL,2020-10-08
9686,KL,2020-10-09
9687,KL,2020-10-10
9688,KL,2020-10-11
9689,KL,2020-10-12
9690,KL,2020-10-13
9691,KL,2020-10-14
9692,KL,2020-10-15
9693,KL,2020-10-16
9694,KL,2020-10-17
9695,KL,2020-10-18
9696,KL,2020-10-19
9697,KL,2020-10-20
9698,KL,2020-10-21
9699,KL,2020-10-22
9700,KL,2020-10-23
9701,KL,2020-10-24
9702,KL,2020-10-25
9703,KL,2020-10-26
9704,KL,2020-10-27
9705,KL,2020-10-28
9706,KL,2020-10-29
9707,KL,2020-10-30
9708,KL,2020-10-31
9709,KL,2020-11-01
9710,KL,2020-11-02
9711,KL,2020-11-03
9712,KL,2020-11-04
9713,KL,2020-11-05
9714,KL,2020-11-06
9715,KL,2020-11-07
9716,KL,2020-11-08
9717,KL,2020-11-09
9718,KL,2020-11-10
9719,KL,2020-11-11
9720,KL,2020-11-12
9721,KL,2020-11-13
9722,KL,2020-11-14
9723,KL,2020-11-15
9724,KL,2020-11-16
9725,KL,2020-11-17
9726,KL,2020-11-18
9727,KL,2020-11-19
9728,KL,2020-11-20
9729,KL,2020-11-21
9730,KL,2020-11-22
9731,KL,2020-11-23
9732,KL,2020-11-24
9733,KL,2020-11-25
9734,KL,2020-11-26
9735,KL,2020-11-27
9736,KL,2020-11-28
9737,KL,2020-11-29
9738,KL,2020-11-30
9739,KL,2020-12-01
9740,KL,2020-12-02
9741,KL,2020-12-03
9742,KL,2020-12-04
9743,KL,2020-12-05
9744,KL,2020-12-06
9745,KL,2020-12-07
9746,KL,2020-12-08
9747,KL,2020-12-09
9748,KL,2020-12-10
9749,KL,2020-12-11
9750,KL,2020-12-12
9751,KL,2020-12-13
9752,KL,2020-12-14
9753,KL,2020-12-15
9754,KL,2020-12-16
9755,KL,2020-12-17
9756,KL,2020-12-18
9757,KL,2020-12-19
9758,KL,2020-12-20
9759,KL,2020-12-21
9760,KL,2020-12-22
9761,KL,2020-12-23
9762,KL,2020-12-24
9763,KL,2020-12-25
9764,KL,2020-12-26
9765,KL,2020-12-27
9766,KL,2020-12-28
9767,KL,2020-12-29
9768,KL,2020-12-30
9769,KL,2020-12-31
9770,KL,2021-01-01
9771,KL,2021-01-02
9772,KL,2021-01-03
9773,KL,2021-01-04
9774,KL,2021-01-05
9775,KL,2021-01-06
9776,KL,2021-01-07
9777,KL,2021-01-08
9778,KL,2021-01-09
9779,KL,2021-01-10
9780,KL,2021-01-11
9781,KL,2021-01-12
9782,KL,2021-01-13
9783,KL,2021-01-14
9784,KL,2021-01-15
9785,KL,2021-01-16
9786,KL,2021-01-17
9787,KL,2021-01-18
9788,KL,2021-01-19
9789,KL,2021-01-20
9790,KL,2021-01-21
9791,KL,2021-01-22
9792,KL,2021-01-23
9793,KL,2021-01-24
9794,KL,2021-01-25
9795,KL,2021-01-26
9796,KL,2021-01-27
9797,KL,2021-01-28
9798,KL,2021-01-29
9799,KL,2021-01-30
9800,KL,2021-01-31
9801,KL,2021-02-01
9802,KL,2021-02-02
9803,KL,2021-02-03
9804,KL,2021-02-04
9805,KL,2021-02-05
9806,KL,2021-02-06
9807,KL,2021-02-07
9808,KL,2021-02-08
9809,KL,2021-02-09
9810,KL,2021-02-10
9811,KL,2021-02-11
9812,KL,2021-02-12
9813,KL,2021-02-13
9814,KL,2021-02-14
9815,KL,2021-02-15
9816,KL,2021-02-16
9817,KL,2021-02-17
9818,KL,2021-02-18
9819,KL,2021-02-19
9820,KL,2021-02-20
9821,KL,2021-02-21
9822,KL,2021-02-22
9823,KL,2021-02-23
9824,KL,2021-02-24
9825,KL,2021-02-25
9826,KL,2021-02-26
9827,KL,2021-02-27
9828,KL,2021-02-28
9829,KL,2021-03-01
9830,KL,2021-03-02
9831,KL,2021-03-03
9832,KL,2021-03-04
9833,KL,2021-03-05
9834,KL,2021-03-06
9835,KL,2021-03-07
9836,KL,2021-03-08
9837,KL,2021-03-09
9838,KL,2021-03-10
9839,KL,2021-03-11
9840,KL,2021-03-12
9841,KL,2021-03-13
9842,KL,2021-03-14
9843,KL,2021-03-15
9844,KL,2021-03-16
9845,KL,2021-03-17
9846,KL,2021-03-18
9847,KL,2021-03-19
9848,KL,2021-03-20
9849,KL,2021-03-21
9850,KL,2021-03-22
9851,KL,2021-03-23
9852,KL,2021-03-24
9853,KL,2021-03-25
9854,KL,2021-03-26
9855,KL,2021-03-27
9856,KL,2021-03-28
9857,KL,2021-03-29
9858,KL,2021-03-30
9859,KL,2021-03-31
9860,KL,2021-04-01
9861,KL,2021-04-02
9862,KL,2021-04-03
9863,KL,2021-04-04
9864,KL,2021-04-05
9865,KL,2021-04-06
9866,KL,2021-04-07
9867,KL,2021-04-08
9868,KL,2021-04-09
9869,KL,2021-04-10
9870,KL,2021-04-11
9871,KL,2021-04-12
9872,KL,2021-04-13
9873,KL,2021-04-14
9874,KL,2021-04-15
9875,KL,2021-04-16
9876,KL,2021-04-17
9877,KL,2021-04-18
9878,KL,2021-04-19
9879,KL,2021-04-20
9880,KL,2021-04-21
9881,KL,2021-04-22
9882,KL,2021-04-23
9883,KL,2021-04-24
9884,KL,2021-04-25
9885,KL,2021-04-26
9886,KL,2021-04-27
9887,KL,2021-04-28
9888,KL,2021-04-29
9889,KL,2021-04-30
9890,KL,2021-05-01
9891,KL,2021-05-02
9892,KL,2021-05-03
9893,KL,2021-05-04
9894,KL,2021-05-05
9895,KL,2021-05-06
9896,KL,2021-05-07
9897,KL,2021-05-08
9898,KL,2021-05-09
9899,KL,2021-05-10
9900,KL,2021-05-11
9901,KL,2021-05-12
9902,KL,2021-05-13
9903,KL,2021-05-14
9904,KL,2021-05-15
9905,KL,2021-05-16
9906,KL,2021-05-17
9907,KL,2021-05-18
9908,KL,2021-05-19
9909,KL,2021-05-20
9910,KL,2021-05-21
9911,KL,2021-05-22
9912,KL,2021-05-23
9913,KL,2021-05-24
9914,KL,2021-05-25
9915,KL,2021-05-26
9916,KL,2021-05-27
9917,KL,2021-05-28
9918,KL,2021-05-29
9919,KL,2021-05-30
9920,KL,2021-05-31
9921,KL,2021-06-01
9922,KL,2021-06-02
9923,KL,2021-06-03
9924,KL,2021-06-04
9925,KL,2021-06-05
9926,KL,2021-06-06
9927,KL,2021-06-07
9928,KL,2021-06-08
9929,KL,2021-06-09
9930,KL,2021-06-10
9931,KL,2021-06-11
9932,KL,2021-06-12
9933,KL,2021-06-13
9934,KL,2021-06-14
9935,KL,2021-06-15
9936,KL,2021-06-16
9937,KL,2021-06-17
9938,KL,2021-06-18
9939,KL,2021-06-19
9940,KL,2021-06-20
9941,KL,2021-06-21
9942,KL,2021-06-22
9943,KL,2021-06-23
9944,KL,2021-06-24
9945,KL,2021-06-25
9946,KL,2021-06-26
9947,KL,2021-06-27
9948,KL,2021-06-28
9949,KL,2021-06-29
9950,KL,2021-06-30
9951,KL,2021-07-01
9952,KL,2021-07-02
9953,KL,2021-07-03
9954,KL,2021-07-04
9955,KL,2021-07-05
9956,KL,2021-07-06
9957,KL,2021-07-07
9958,KL,2021-07-08
9959,KL,2021-07-09
9960,KL,2021-07-10
9961,KL,2021-07-11
9962,KL,2021-07-12
9963,KL,2021-07-13
9964,KL,2021-07-14
9965,KL,2021-07-15
9966,KL,2021-07-16
9967,KL,2021-07-17
9968,KL,2021-07-18
9969,KL,2021-07-19
9970,KL,2021-07-20
9971,KL,2021-07-21
9972,KL,2021-07-22
9973,KL,2021-07-23
9974,KL,2021-07-24
9975,KL,2021-07-25
9976,KL,2021-07-26
9977,KL,2021-07-27
9978,KL,2021-07-28
9979,KL,2021-07-29
9980,KL,2021-07-30
9981,KL,2021-07-31
9982,KL,2021-08-01
9983,KL,2021-08-02
9984,KL,2021-08-03
9985,KL,2021-08-04
9986,KL,2021-08-05
9987,KL,2021-08-06
9988,KL,2021-08-07
9989,KL,2021-08-08
9990,KL,2021-08-09
9991,KL,2021-08-10
9992,KL,2021-08-11
9993,KL,2021-08-12
9994,KL,2021-08-13
9995,KL,2021-08-14
9996,KL,2021-08-15
9997,KL,2021-08-16
9998,KL,2021-08-17
9999,KL,2021-08-18
10000,KL,2021-08-19
10001,KL,2021-08-20
10002,KL,2021-08-21
10003,KL,2021-08-22
10004,KL,2021-08-23
10005,KL,2021-08-24
10006,KL,2021-08-25
10007,KL,2021-08-26
10008,KL,2021-08-27
10009,KL,2021-08-28
10010,KL,2021-08-29
10011,KL,2021-08-30
10012,KL,2021-08-31
10013,KL,2021-09-01
10014,KL,2021-09-02
10015,KL,2021-09-03
10016,KL,2021-09-04
10017,KL,2021-09-05
10018,KL,2021-09-06
10019,KL,2021-09-07
10020,KL,2021-09-08
10021,KL,2021-09-09
10022,KL,2021-09-10
10023,KL,2021-09-11
10024,KL,2021-09-12
10025,KL,2021-09-13
10026,KL,2021-09-14
10027,KL,2021-09-15
10028,KL,2021-09-16
10029,KL,2021-09-17
10030,KL,2021-09-18
10031,KL,2021-09-19
10032,KL,2021-09-20
10033,KL,2021-09-21
10034,KL,2021-09-22
10035,KL,2021-09-23
10036,KL,2021-09-24
10037,KL,2021-09-25
10038,KL,2021-09-26
10039,KL,2021-09-27
10040,KL,2021-09-28
10041,KL,2021-09-29
10042,KL,2021-09-30
10043,KL,2021-10-01
10044,KL,2021-10-02
10045,KL,2021-10-03
10046,KL,2021-10-04
10047,KL,2021-10-05
10048,KL,2021-10-06
10049,KL,2021-10-07
10050,KL,2021-10-08
10051,KL,2021-10-09
10052,KL,2021-10-10
10053,KL,2021-10-11
10054,KL,2021-10-12
10055,KL,2021-10-13
10056,KL,2021-10-14
10057,KL,2021-10-15
10058,KL,2021-10-16
10059,KL,2021-10-17
10060,KL,2021-10-18
10061,KL,2021-10-19
10062,KL,2021-10-20
10063,KL,2021-10-21
10064,KL,2021-10-22
10065,KL,2021-10-23
10066,KL,2021-10-24
10067,KL,2021-10-25
10068,KL,2021-10-26
10069,KL,2021-10-27
10070,KL,2021-10-28
10071,KL,2021-10-29
10072,KL,2021-10-30
10073,KL,2021-10-31
10074,LA,2020-03-07
10075,LA,2020-03-08
10076,LA,2020-03-09
10077,LA,2020-03-10
10078,LA,2020-03-11
10079,LA,2020-03-12
10080,LA,2020-03-13
10081,LA,2020-03-14
10082,LA,2020-03-15
10083,LA,2020-03-16
10084,LA,2020-03-17
10085,LA,2020-03-18
10086,LA,2020-03-19
10087,LA,2020-03-20
10088,LA,2020-03-21
10089,LA,2020-03-22
10090,LA,2020-03-23
10091,LA,2020-03-24
10092,LA,2020-03-25
10093,LA,2020-03-26
10094,LA,2020-03-27
10095,LA,2020-03-28
10096,LA,2020-03-29
10097,LA,2020-03-30
10098,LA,2020-03-31
10099,LA,2020-04-01
10100,LA,2020-04-02
10101,LA,2020-04-03
10102,LA,2020-04-04
10103,LA,2020-04-05
10104,LA,2020-04-06
10105,LA,2020-04-07
10106,LA,2020-04-08
10107,LA,2020-04-09
10108,LA,2020-04-10
10109,LA,2020-04-11
10110,LA,2020-04-12
10111,LA,2020-04-13
10112,LA,2020-04-14
10113,LA,2020-04-15
10114,LA,2020-04-16
10115,LA,2020-04-17
10116,LA,2020-04-18
10117,LA,2020-04-19
10118,LA,2020-04-20
10119,LA,2020-04-21
10120,LA,2020-04-22
10121,LA,2020-04-23
10122,LA,2020-04-24
10123,LA,2020-04-25
10124,LA,2020-04-26
10125,LA,2020-04-27
10126,LA,2020-04-28
10127,LA,2020-04-29
10128,LA,2020-04-30
10129,LA,2020-05-01
10130,LA,2020-05-02
10131,LA,2020-05-03
10132,LA,2020-05-04
10133,LA,2020-05-05
10134,LA,2020-05-06
10135,LA,2020-05-07
10136,LA,2020-05-08
10137,LA,2020-05-09
10138,LA,2020-05-10
10139,LA,2020-05-11
10140,LA,2020-05-12
10141,LA,2020-05-13
10142,LA,2020-05-14
10143,LA,2020-05-15
10144,LA,2020-05-16
10145,LA,2020-05-17
10146,LA,2020-05-18
10147,LA,2020-05-19
10148,LA,2020-05-20
10149,LA,2020-05-21
10150,LA,2020-05-22
10151,LA,2020-05-23
10152,LA,2020-05-24
10153,LA,2020-05-25
10154,LA,2020-05-26
10155,LA,2020-05-27
10156,LA,2020-05-28
10157,LA,2020-05-29
10158,LA,2020-05-30
10159,LA,2020-05-31
10160,LA,2020-06-01
10161,LA,2020-06-02
10162,LA,2020-06-03
10163,LA,2020-06-04
10164,LA,2020-06-05
10165,LA,2020-06-06
10166,LA,2020-06-07
10167,LA,2020-06-08
10168,LA,2020-06-09
10169,LA,2020-06-10
10170,LA,2020-06-11
10171,LA,2020-06-12
10172,LA,2020-06-13
10173,LA,2020-06-14
10174,LA,2020-06-15
10175,LA,2020-06-16
10176,LA,2020-06-17
10177,LA,2020-06-18
10178,LA,2020-06-19
10179,LA,2020-06-20
10180,LA,2020-06-21
10181,LA,2020-06-22
10182,LA,2020-06-23
10183,LA,2020-06-24
10184,LA,2020-06-25
10185,LA,2020-06-26
10186,LA,2020-06-27
10187,LA,2020-06-28
10188,LA,2020-06-29
10189,LA,2020-06-30
10190,LA,2020-07-01
10191,LA,2020-07-02
10192,LA,2020-07-03
10193,LA,2020-07-04
10194,LA,2020-07-05
10195,LA,2020-07-06
10196,LA,2020-07-07
10197,LA,2020-07-08
10198,LA,2020-07-09
10199,LA,2020-07-10
10200,LA,2020-07-11
10201,LA,2020-07-12
10202,LA,2020-07-13
10203,LA,2020-07-14
10204,LA,2020-07-15
10205,LA,2020-07-16
10206,LA,2020-07-17
10207,LA,2020-07-18
10208,LA,2020-07-19
10209,LA,2020-07-20
10210,LA,2020-07-21
10211,LA,2020-07-22
10212,LA,2020-07-23
10213,LA,2020-07-24
10214,LA,2020-07-25
10215,LA,2020-07-26
10216,LA,2020-07-27
10217,LA,2020-07-28
10218,LA,2020-07-29
10219,LA,2020-07-30
10220,LA,2020-07-31
10221,LA,2020-08-01
10222,LA,2020-08-02
10223,LA,2020-08-03
10224,LA,2020-08-04
10225,LA,2020-08-05
10226,LA,2020-08-06
10227,LA,2020-08-07
10228,LA,2020-08-08
10229,LA,2020-08-09
10230,LA,2020-08-10
10231,LA,2020-08-11
10232,LA,2020-08-12
10233,LA,2020-08-13
10234,LA,2020-08-14
10235,LA,2020-08-15
10236,LA,2020-08-16
10237,LA,2020-08-17
10238,LA,2020-08-18
10239,LA,2020-08-19
10240,LA,2020-08-20
10241,LA,2020-08-21
10242,LA,2020-08-22
10243,LA,2020-08-23
10244,LA,2020-08-24
10245,LA,2020-08-25
10246,LA,2020-08-26
10247,LA,2020-08-27
10248,LA,2020-08-28
10249,LA,2020-08-29
10250,LA,2020-08-30
10251,LA,2020-08-31
10252,LA,2020-09-01
10253,LA,2020-09-02
10254,LA,2020-09-03
10255,LA,2020-09-04
10256,LA,2020-09-05
10257,LA,2020-09-06
10258,LA,2020-09-07
10259,LA,2020-09-08
10260,LA,2020-09-09
10261,LA,2020-09-10
10262,LA,2020-09-11
10263,LA,2020-09-12
10264,LA,2020-09-13
10265,LA,2020-09-14
10266,LA,2020-09-15
10267,LA,2020-09-16
10268,LA,2020-09-17
10269,LA,2020-09-18
10270,LA,2020-09-19
10271,LA,2020-09-20
10272,LA,2020-09-21
10273,LA,2020-09-22
10274,LA,2020-09-23
10275,LA,2020-09-24
10276,LA,2020-09-25
10277,LA,2020-09-26
10278,LA,2020-09-27
10279,LA,2020-09-28
10280,LA,2020-09-29
10281,LA,2020-09-30
10282,LA,2020-10-01
10283,LA,2020-10-02
10284,LA,2020-10-03
10285,LA,2020-10-04
10286,LA,2020-10-05
10287,LA,2020-10-06
10288,LA,2020-10-07
10289,LA,2020-10-08
10290,LA,2020-10-09
10291,LA,2020-10-10
10292,LA,2020-10-11
10293,LA,2020-10-12
10294,LA,2020-10-13
10295,LA,2020-10-14
10296,LA,2020-10-15
10297,LA,2020-10-16
10298,LA,2020-10-17
10299,LA,2020-10-18
10300,LA,2020-10-19
10301,LA,2020-10-20
10302,LA,2020-10-21
10303,LA,2020-10-22
10304,LA,2020-10-23
10305,LA,2020-10-24
10306,LA,2020-10-25
10307,LA,2020-10-26
10308,LA,2020-10-27
10309,LA,2020-10-28
10310,LA,2020-10-29
10311,LA,2020-10-30
10312,LA,2020-10-31
10313,LA,2020-11-01
10314,LA,2020-11-02
10315,LA,2020-11-03
10316,LA,2020-11-04
10317,LA,2020-11-05
10318,LA,2020-11-06
10319,LA,2020-11-07
10320,LA,2020-11-08
10321,LA,2020-11-09
10322,LA,2020-11-10
10323,LA,2020-11-11
10324,LA,2020-11-12
10325,LA,2020-11-13
10326,LA,2020-11-14
10327,LA,2020-11-15
10328,LA,2020-11-16
10329,LA,2020-11-17
10330,LA,2020-11-18
10331,LA,2020-11-19
10332,LA,2020-11-20
10333,LA,2020-11-21
10334,LA,2020-11-22
10335,LA,2020-11-23
10336,LA,2020-11-24
10337,LA,2020-11-25
10338,LA,2020-11-26
10339,LA,2020-11-27
10340,LA,2020-11-28
10341,LA,2020-11-29
10342,LA,2020-11-30
10343,LA,2020-12-01
10344,LA,2020-12-02
10345,LA,2020-12-03
10346,LA,2020-12-04
10347,LA,2020-12-05
10348,LA,2020-12-06
10349,LA,2020-12-07
10350,LA,2020-12-08
10351,LA,2020-12-09
10352,LA,2020-12-10
10353,LA,2020-12-11
10354,LA,2020-12-12
10355,LA,2020-12-13
10356,LA,2020-12-14
10357,LA,2020-12-15
10358,LA,2020-12-16
10359,LA,2020-12-17
10360,LA,2020-12-18
10361,LA,2020-12-19
10362,LA,2020-12-20
10363,LA,2020-12-21
10364,LA,2020-12-22
10365,LA,2020-12-23
10366,LA,2020-12-24
10367,LA,2020-12-25
10368,LA,2020-12-26
10369,LA,2020-12-27
10370,LA,2020-12-28
10371,LA,2020-12-29
10372,LA,2020-12-30
10373,LA,2020-12-31
10374,LA,2021-01-01
10375,LA,2021-01-02
10376,LA,2021-01-03
10377,LA,2021-01-04
10378,LA,2021-01-05
10379,LA,2021-01-06
10380,LA,2021-01-07
10381,LA,2021-01-08
10382,LA,2021-01-09
10383,LA,2021-01-10
10384,LA,2021-01-11
10385,LA,2021-01-12
10386,LA,2021-01-13
10387,LA,2021-01-14
10388,LA,2021-01-15
10389,LA,2021-01-16
10390,LA,2021-01-17
10391,LA,2021-01-18
10392,LA,2021-01-19
10393,LA,2021-01-20
10394,LA,2021-01-21
10395,LA,2021-01-22
10396,LA,2021-01-23
10397,LA,2021-01-24
10398,LA,2021-01-25
10399,LA,2021-01-26
10400,LA,2021-01-27
10401,LA,2021-01-28
10402,LA,2021-01-29
10403,LA,2021-01-30
10404,LA,2021-01-31
10405,LA,2021-02-01
10406,LA,2021-02-02
10407,LA,2021-02-03
10408,LA,2021-02-04
10409,LA,2021-02-05
10410,LA,2021-02-06
10411,LA,2021-02-07
10412,LA,2021-02-08
10413,LA,2021-02-09
10414,LA,2021-02-10
10415,LA,2021-02-11
10416,LA,2021-02-12
10417,LA,2021-02-13
10418,LA,2021-02-14
10419,LA,2021-02-15
10420,LA,2021-02-16
10421,LA,2021-02-17
10422,LA,2021-02-18
10423,LA,2021-02-19
10424,LA,2021-02-20
10425,LA,2021-02-21
10426,LA,2021-02-22
10427,LA,2021-02-23
10428,LA,2021-02-24
10429,LA,2021-02-25
10430,LA,2021-02-26
10431,LA,2021-02-27
10432,LA,2021-02-28
10433,LA,2021-03-01
10434,LA,2021-03-02
10435,LA,2021-03-03
10436,LA,2021-03-04
10437,LA,2021-03-05
10438,LA,2021-03-06
10439,LA,2021-03-07
10440,LA,2021-03-08
10441,LA,2021-03-09
10442,LA,2021-03-10
10443,LA,2021-03-11
10444,LA,2021-03-12
10445,LA,2021-03-13
10446,LA,2021-03-14
10447,LA,2021-03-15
10448,LA,2021-03-16
10449,LA,2021-03-17
10450,LA,2021-03-18
10451,LA,2021-03-19
10452,LA,2021-03-20
10453,LA,2021-03-21
10454,LA,2021-03-22
10455,LA,2021-03-23
10456,LA,2021-03-24
10457,LA,2021-03-25
10458,LA,2021-03-26
10459,LA,2021-03-27
10460,LA,2021-03-28
10461,LA,2021-03-29
10462,LA,2021-03-30
10463,LA,2021-03-31
10464,LA,2021-04-01
10465,LA,2021-04-02
10466,LA,2021-04-03
10467,LA,2021-04-04
10468,LA,2021-04-05
10469,LA,2021-04-06
10470,LA,2021-04-07
10471,LA,2021-04-08
10472,LA,2021-04-09
10473,LA,2021-04-10
10474,LA,2021-04-11
10475,LA,2021-04-12
10476,LA,2021-04-13
10477,LA,2021-04-14
10478,LA,2021-04-15
10479,LA,2021-04-16
10480,LA,2021-04-17
10481,LA,2021-04-18
10482,LA,2021-04-19
10483,LA,2021-04-20
10484,LA,2021-04-21
10485,LA,2021-04-22
10486,LA,2021-04-23
10487,LA,2021-04-24
10488,LA,2021-04-25
10489,LA,2021-04-26
10490,LA,2021-04-27
10491,LA,2021-04-28
10492,LA,2021-04-29
10493,LA,2021-04-30
10494,LA,2021-05-01
10495,LA,2021-05-02
10496,LA,2021-05-03
10497,LA,2021-05-04
10498,LA,2021-05-05
10499,LA,2021-05-06
10500,LA,2021-05-07
10501,LA,2021-05-08
10502,LA,2021-05-09
10503,LA,2021-05-10
10504,LA,2021-05-11
10505,LA,2021-05-12
10506,LA,2021-05-13
10507,LA,2021-05-14
10508,LA,2021-05-15
10509,LA,2021-05-16
10510,LA,2021-05-17
10511,LA,2021-05-18
10512,LA,2021-05-19
10513,LA,2021-05-20
10514,LA,2021-05-21
10515,LA,2021-05-22
10516,LA,2021-05-23
10517,LA,2021-05-24
10518,LA,2021-05-25
10519,LA,2021-05-26
10520,LA,2021-05-27
10521,LA,2021-05-28
10522,LA,2021-05-29
10523,LA,2021-05-30
10524,LA,2021-05-31
10525,LA,2021-06-01
10526,LA,2021-06-02
10527,LA,2021-06-03
10528,LA,2021-06-04
10529,LA,2021-06-05
10530,LA,2021-06-06
10531,LA,2021-06-07
10532,LA,2021-06-08
10533,LA,2021-06-09
10534,LA,2021-06-10
10535,LA,2021-06-11
10536,LA,2021-06-12
10537,LA,2021-06-13
10538,LA,2021-06-14
10539,LA,2021-06-15
10540,LA,2021-06-16
10541,LA,2021-06-17
10542,LA,2021-06-18
10543,LA,2021-06-19
10544,LA,2021-06-20
10545,LA,2021-06-21
10546,LA,2021-06-22
10547,LA,2021-06-23
10548,LA,2021-06-24
10549,LA,2021-06-25
10550,LA,2021-06-26
10551,LA,2021-06-27
10552,LA,2021-06-28
10553,LA,2021-06-29
10554,LA,2021-06-30
10555,LA,2021-07-01
10556,LA,2021-07-02
10557,LA,2021-07-03
10558,LA,2021-07-04
10559,LA,2021-07-05
10560,LA,2021-07-06
10561,LA,2021-07-07
10562,LA,2021-07-08
10563,LA,2021-07-09
10564,LA,2021-07-10
10565,LA,2021-07-11
10566,LA,2021-07-12
10567,LA,2021-07-13
10568,LA,2021-07-14
10569,LA,2021-07-15
10570,LA,2021-07-16
10571,LA,2021-07-17
10572,LA,2021-07-18
10573,LA,2021-07-19
10574,LA,2021-07-20
10575,LA,2021-07-21
10576,LA,2021-07-22
10577,LA,2021-07-23
10578,LA,2021-07-24
10579,LA,2021-07-25
10580,LA,2021-07-26
10581,LA,2021-07-27
10582,LA,2021-07-28
10583,LA,2021-07-29
10584,LA,2021-07-30
10585,LA,2021-07-31
10586,LA,2021-08-01
10587,LA,2021-08-02
10588,LA,2021-08-03
10589,LA,2021-08-04
10590,LA,2021-08-05
10591,LA,2021-08-06
10592,LA,2021-08-07
10593,LA,2021-08-08
10594,LA,2021-08-09
10595,LA,2021-08-10
10596,LA,2021-08-11
10597,LA,2021-08-12
10598,LA,2021-08-13
10599,LA,2021-08-14
10600,LA,2021-08-15
10601,LA,2021-08-16
10602,LA,2021-08-17
10603,LA,2021-08-18
10604,LA,2021-08-19
10605,LA,2021-08-20
10606,LA,2021-08-21
10607,LA,2021-08-22
10608,LA,2021-08-23
10609,LA,2021-08-24
10610,LA,2021-08-25
10611,LA,2021-08-26
10612,LA,2021-08-27
10613,LA,2021-08-28
10614,LA,2021-08-29
10615,LA,2021-08-30
10616,LA,2021-08-31
10617,LA,2021-09-01
10618,LA,2021-09-02
10619,LA,2021-09-03
10620,LA,2021-09-04
10621,LA,2021-09-05
10622,LA,2021-09-06
10623,LA,2021-09-07
10624,LA,2021-09-08
10625,LA,2021-09-09
10626,LA,2021-09-10
10627,LA,2021-09-11
10628,LA,2021-09-12
10629,LA,2021-09-13
10630,LA,2021-09-14
10631,LA,2021-09-15
10632,LA,2021-09-16
10633,LA,2021-09-17
10634,LA,2021-09-18
10635,LA,2021-09-19
10636,LA,2021-09-20
10637,LA,2021-09-21
10638,LA,2021-09-22
10639,LA,2021-09-23
