,state,dates
1151,AP,2021-09-29
1152,AP,2021-09-30
1153,AP,2021-10-01
1154,AP,2021-10-02
1155,AP,2021-10-03
1156,AP,2021-10-04
1157,AP,2021-10-05
1158,AP,2021-10-06
1159,AP,2021-10-07
1160,AP,2021-10-08
1161,AP,2021-10-09
1162,AP,2021-10-10
1163,AP,2021-10-11
1164,AP,2021-10-12
1165,AP,2021-10-13
1166,AP,2021-10-14
1167,AP,2021-10-15
1168,AP,2021-10-16
1169,AP,2021-10-17
1170,AP,2021-10-18
1171,AP,2021-10-19
1172,AP,2021-10-20
1173,AP,2021-10-21
1174,AP,2021-10-22
1175,AP,2021-10-23
1176,AP,2021-10-24
1177,AP,2021-10-25
1178,AP,2021-10-26
1179,AP,2021-10-27
1180,AP,2021-10-28
1181,AP,2021-10-29
1182,AP,2021-10-30
1183,AP,2021-10-31
1184,AR,2020-04-02
1185,AR,2020-04-03
1186,AR,2020-04-04
1187,AR,2020-04-05
1188,AR,2020-04-06
1189,AR,2020-04-07
1190,AR,2020-04-08
1191,AR,2020-04-09
1192,AR,2020-04-10
1193,AR,2020-04-11
1194,AR,2020-04-12
1195,AR,2020-04-13
1196,AR,2020-04-14
1197,AR,2020-04-15
1198,AR,2020-04-16
1199,AR,2020-04-17
1200,AR,2020-04-18
1201,AR,2020-04-19
1202,AR,2020-04-20
1203,AR,2020-04-21
1204,AR,2020-04-22
1205,AR,2020-04-23
1206,AR,2020-04-24
1207,AR,2020-04-25
1208,AR,2020-04-26
1209,AR,2020-04-27
1210,AR,2020-04-28
1211,AR,2020-04-29
1212,AR,2020-04-30
1213,AR,2020-05-01
1214,AR,2020-05-02
1215,AR,2020-05-03
1216,AR,2020-05-04
1217,AR,2020-05-05
1218,AR,2020-05-06
1219,AR,2020-05-07
1220,AR,2020-05-08
1221,AR,2020-05-09
1222,AR,2020-05-10
1223,AR,2020-05-11
1224,AR,2020-05-12
1225,AR,2020-05-13
1226,AR,2020-05-14
1227,AR,2020-05-15
1228,AR,2020-05-16
1229,AR,2020-05-17
1230,AR,2020-05-18
1231,AR,2020-05-19
1232,AR,2020-05-20
1233,AR,2020-05-21
1234,AR,2020-05-22
1235,AR,2020-05-23
1236,AR,2020-05-24
1237,AR,2020-05-25
1238,AR,2020-05-26
1239,AR,2020-05-27
1240,AR,2020-05-28
1241,AR,2020-05-29
1242,AR,2020-05-30
1243,AR,2020-05-31
1244,AR,2020-06-01
1245,AR,2020-06-02
1246,AR,2020-06-03
1247,AR,2020-06-04
1248,AR,2020-06-05
1249,AR,2020-06-06
1250,AR,2020-06-07
1251,AR,2020-06-08
1252,AR,2020-06-09
1253,AR,2020-06-10
1254,AR,2020-06-11
1255,AR,2020-06-12
1256,AR,2020-06-13
1257,AR,2020-06-14
1258,AR,2020-06-15
1259,AR,2020-06-16
1260,AR,2020-06-17
1261,AR,2020-06-18
1262,AR,2020-06-19
1263,AR,2020-06-20
1264,AR,2020-06-21
1265,AR,2020-06-22
1266,AR,2020-06-23
1267,AR,2020-06-24
1268,AR,2020-06-25
1269,AR,2020-06-26
1270,AR,2020-06-27
1271,AR,2020-06-28
1272,AR,2020-06-29
1273,AR,2020-06-30
1274,AR,2020-07-01
1275,AR,2020-07-02
1276,AR,2020-07-03
1277,AR,2020-07-04
1278,AR,2020-07-05
1279,AR,2020-07-06
1280,AR,2020-07-07
1281,AR,2020-07-08
1282,AR,2020-07-09
1283,AR,2020-07-10
1284,AR,2020-07-11
1285,AR,2020-07-12
1286,AR,2020-07-13
1287,AR,2020-07-14
1288,AR,2020-07-15
1289,AR,2020-07-16
1290,AR,2020-07-17
1291,AR,2020-07-18
1292,AR,2020-07-19
1293,AR,2020-07-20
1294,AR,2020-07-21
1295,AR,2020-07-22
1296,AR,2020-07-23
1297,AR,2020-07-24
1298,AR,2020-07-25
1299,AR,2020-07-26
1300,AR,2020-07-27
1301,AR,2020-07-28
1302,AR,2020-07-29
1303,AR,2020-07-30
1304,AR,2020-07-31
1305,AR,2020-08-01
1306,AR,2020-08-02
1307,AR,2020-08-03
1308,AR,2020-08-04
1309,AR,2020-08-05
1310,AR,2020-08-06
1311,AR,2020-08-07
1312,AR,2020-08-08
1313,AR,2020-08-09
1314,AR,2020-08-10
1315,AR,2020-08-11
1316,AR,2020-08-12
1317,AR,2020-08-13
1318,AR,2020-08-14
1319,AR,2020-08-15
1320,AR,2020-08-16
1321,AR,2020-08-17
1322,AR,2020-08-18
1323,AR,2020-08-19
1324,AR,2020-08-20
1325,AR,2020-08-21
1326,AR,2020-08-22
1327,AR,2020-08-23
1328,AR,2020-08-24
1329,AR,2020-08-25
1330,AR,2020-08-26
1331,AR,2020-08-27
1332,AR,2020-08-28
1333,AR,2020-08-29
1334,AR,2020-08-30
1335,AR,2020-08-31
1336,AR,2020-09-01
1337,AR,2020-09-02
1338,AR,2020-09-03
1339,AR,2020-09-04
1340,AR,2020-09-05
1341,AR,2020-09-06
1342,AR,2020-09-07
1343,AR,2020-09-08
1344,AR,2020-09-09
1345,AR,2020-09-10
1346,AR,2020-09-11
1347,AR,2020-09-12
1348,AR,2020-09-13
1349,AR,2020-09-14
1350,AR,2020-09-15
1351,AR,2020-09-16
1352,AR,2020-09-17
1353,AR,2020-09-18
1354,AR,2020-09-19
1355,AR,2020-09-20
1356,AR,2020-09-21
1357,AR,2020-09-22
1358,AR,2020-09-23
1359,AR,2020-09-24
1360,AR,2020-09-25
1361,AR,2020-09-26
1362,AR,2020-09-27
1363,AR,2020-09-28
1364,AR,2020-09-29
1365,AR,2020-09-30
1366,AR,2020-10-01
1367,AR,2020-10-02
1368,AR,2020-10-03
1369,AR,2020-10-04
1370,AR,2020-10-05
1371,AR,2020-10-06
1372,AR,2020-10-07
1373,AR,2020-10-08
1374,AR,2020-10-09
1375,AR,2020-10-10
1376,AR,2020-10-11
1377,AR,2020-10-12
1378,AR,2020-10-13
1379,AR,2020-10-14
1380,AR,2020-10-15
1381,AR,2020-10-16
1382,AR,2020-10-17
1383,AR,2020-10-18
1384,AR,2020-10-19
1385,AR,2020-10-20
1386,AR,2020-10-21
1387,AR,2020-10-22
1388,AR,2020-10-23
1389,AR,2020-10-24
1390,AR,2020-10-25
1391,AR,2020-10-26
1392,AR,2020-10-27
1393,AR,2020-10-28
1394,AR,2020-10-29
1395,AR,2020-10-30
1396,AR,2020-10-31
1397,AR,2020-11-01
1398,AR,2020-11-02
1399,AR,2020-11-03
1400,AR,2020-11-04
1401,AR,2020-11-05
1402,AR,2020-11-06
1403,AR,2020-11-07
1404,AR,2020-11-08
1405,AR,2020-11-09
1406,AR,2020-11-10
1407,AR,2020-11-11
1408,AR,2020-11-12
1409,AR,2020-11-13
1410,AR,2020-11-14
1411,AR,2020-11-15
1412,AR,2020-11-16
1413,AR,2020-11-17
1414,AR,2020-11-18
1415,AR,2020-11-19
1416,AR,2020-11-20
1417,AR,2020-11-21
1418,AR,2020-11-22
1419,AR,2020-11-23
1420,AR,2020-11-24
1421,AR,2020-11-25
1422,AR,2020-11-26
1423,AR,2020-11-27
1424,AR,2020-11-28
1425,AR,2020-11-29
1426,AR,2020-11-30
1427,AR,2020-12-01
1428,AR,2020-12-02
1429,AR,2020-12-03
1430,AR,2020-12-04
1431,AR,2020-12-05
1432,AR,2020-12-06
1433,AR,2020-12-07
1434,AR,2020-12-08
1435,AR,2020-12-09
1436,AR,2020-12-10
1437,AR,2020-12-11
1438,AR,2020-12-12
1439,AR,2020-12-13
1440,AR,2020-12-14
1441,AR,2020-12-15
1442,AR,2020-12-16
1443,AR,2020-12-17
1444,AR,2020-12-18
1445,AR,2020-12-19
1446,AR,2020-12-20
1447,AR,2020-12-21
1448,AR,2020-12-22
1449,AR,2020-12-23
1450,AR,2020-12-24
1451,AR,2020-12-25
1452,AR,2020-12-26
1453,AR,2020-12-27
1454,AR,2020-12-28
1455,AR,2020-12-29
1456,AR,2020-12-30
1457,AR,2020-12-31
1458,AR,2021-01-01
1459,AR,2021-01-02
1460,AR,2021-01-03
1461,AR,2021-01-04
1462,AR,2021-01-05
1463,AR,2021-01-06
1464,AR,2021-01-07
1465,AR,2021-01-08
1466,AR,2021-01-09
1467,AR,2021-01-10
1468,AR,2021-01-11
1469,AR,2021-01-12
1470,AR,2021-01-13
1471,AR,2021-01-14
1472,AR,2021-01-15
1473,AR,2021-01-16
1474,AR,2021-01-17
1475,AR,2021-01-18
1476,AR,2021-01-19
1477,AR,2021-01-20
1478,AR,2021-01-21
1479,AR,2021-01-22
1480,AR,2021-01-23
1481,AR,2021-01-24
1482,AR,2021-01-25
1483,AR,2021-01-26
1484,AR,2021-01-27
1485,AR,2021-01-28
1486,AR,2021-01-29
1487,AR,2021-01-30
1488,AR,2021-01-31
1489,AR,2021-02-01
1490,AR,2021-02-02
1491,AR,2021-02-03
1492,AR,2021-02-04
1493,AR,2021-02-05
1494,AR,2021-02-06
1495,AR,2021-02-07
1496,AR,2021-02-08
1497,AR,2021-02-09
1498,AR,2021-02-10
1499,AR,2021-02-11
1500,AR,2021-02-12
1501,AR,2021-02-13
1502,AR,2021-02-14
1503,AR,2021-02-15
1504,AR,2021-02-16
1505,AR,2021-02-17
1506,AR,2021-02-18
1507,AR,2021-02-19
1508,AR,2021-02-20
1509,AR,2021-02-21
1510,AR,2021-02-22
1511,AR,2021-02-23
1512,AR,2021-02-24
1513,AR,2021-02-25
1514,AR,2021-02-26
1515,AR,2021-02-27
1516,AR,2021-02-28
1517,AR,2021-03-01
1518,AR,2021-03-02
1519,AR,2021-03-03
1520,AR,2021-03-04
1521,AR,2021-03-05
1522,AR,2021-03-06
1523,AR,2021-03-07
1524,AR,2021-03-08
1525,AR,2021-03-09
1526,AR,2021-03-10
1527,AR,2021-03-11
1528,AR,2021-03-12
1529,AR,2021-03-13
1530,AR,2021-03-14
1531,AR,2021-03-15
1532,AR,2021-03-16
1533,AR,2021-03-17
1534,AR,2021-03-18
1535,AR,2021-03-19
1536,AR,2021-03-20
1537,AR,2021-03-21
1538,AR,2021-03-22
1539,AR,2021-03-23
1540,AR,2021-03-24
1541,AR,2021-03-25
1542,AR,2021-03-26
1543,AR,2021-03-27
1544,AR,2021-03-28
1545,AR,2021-03-29
1546,AR,2021-03-30
1547,AR,2021-03-31
1548,AR,2021-04-01
1549,AR,2021-04-02
1550,AR,2021-04-03
1551,AR,2021-04-04
1552,AR,2021-04-05
1553,AR,2021-04-06
1554,AR,2021-04-07
1555,AR,2021-04-08
1556,AR,2021-04-09
1557,AR,2021-04-10
1558,AR,2021-04-11
1559,AR,2021-04-12
1560,AR,2021-04-13
1561,AR,2021-04-14
1562,AR,2021-04-15
1563,AR,2021-04-16
1564,AR,2021-04-17
1565,AR,2021-04-18
1566,AR,2021-04-19
1567,AR,2021-04-20
1568,AR,2021-04-21
1569,AR,2021-04-22
1570,AR,2021-04-23
1571,AR,2021-04-24
1572,AR,2021-04-25
1573,AR,2021-04-26
1574,AR,2021-04-27
1575,AR,2021-04-28
1576,AR,2021-04-29
1577,AR,2021-04-30
1578,AR,2021-05-01
1579,AR,2021-05-02
1580,AR,2021-05-03
1581,AR,2021-05-04
1582,AR,2021-05-05
1583,AR,2021-05-06
1584,AR,2021-05-07
1585,AR,2021-05-08
1586,AR,2021-05-09
1587,AR,2021-05-10
1588,AR,2021-05-11
1589,AR,2021-05-12
1590,AR,2021-05-13
1591,AR,2021-05-14
1592,AR,2021-05-15
1593,AR,2021-05-16
1594,AR,2021-05-17
1595,AR,2021-05-18
1596,AR,2021-05-19
1597,AR,2021-05-20
1598,AR,2021-05-21
1599,AR,2021-05-22
1600,AR,2021-05-23
1601,AR,2021-05-24
1602,AR,2021-05-25
1603,AR,2021-05-26
1604,AR,2021-05-27
1605,AR,2021-05-28
1606,AR,2021-05-29
1607,AR,2021-05-30
1608,AR,2021-05-31
1609,AR,2021-06-01
1610,AR,2021-06-02
1611,AR,2021-06-03
1612,AR,2021-06-04
1613,AR,2021-06-05
1614,AR,2021-06-06
1615,AR,2021-06-07
1616,AR,2021-06-08
1617,AR,2021-06-09
1618,AR,2021-06-10
1619,AR,2021-06-11
1620,AR,2021-06-12
1621,AR,2021-06-13
1622,AR,2021-06-14
1623,AR,2021-06-15
1624,AR,2021-06-16
1625,AR,2021-06-17
1626,AR,2021-06-18
1627,AR,2021-06-19
1628,AR,2021-06-20
1629,AR,2021-06-21
1630,AR,2021-06-22
1631,AR,2021-06-23
1632,AR,2021-06-24
1633,AR,2021-06-25
1634,AR,2021-06-26
1635,AR,2021-06-27
1636,AR,2021-06-28
1637,AR,2021-06-29
1638,AR,2021-06-30
1639,AR,2021-07-01
1640,AR,2021-07-02
1641,AR,2021-07-03
1642,AR,2021-07-04
1643,AR,2021-07-05
1644,AR,2021-07-06
1645,AR,2021-07-07
1646,AR,2021-07-08
1647,AR,2021-07-09
1648,AR,2021-07-10
1649,AR,2021-07-11
1650,AR,2021-07-12
1651,AR,2021-07-13
1652,AR,2021-07-14
1653,AR,2021-07-15
1654,AR,2021-07-16
1655,AR,2021-07-17
1656,AR,2021-07-18
1657,AR,2021-07-19
1658,AR,2021-07-20
1659,AR,2021-07-21
1660,AR,2021-07-22
1661,AR,2021-07-23
1662,AR,2021-07-24
1663,AR,2021-07-25
1664,AR,2021-07-26
1665,AR,2021-07-27
1666,AR,2021-07-28
1667,AR,2021-07-29
1668,AR,2021-07-30
1669,AR,2021-07-31
1670,AR,2021-08-01
1671,AR,2021-08-02
1672,AR,2021-08-03
1673,AR,2021-08-04
1674,AR,2021-08-05
1675,AR,2021-08-06
1676,AR,2021-08-07
1677,AR,2021-08-08
1678,AR,2021-08-09
1679,AR,2021-08-10
1680,AR,2021-08-11
1681,AR,2021-08-12
1682,AR,2021-08-13
1683,AR,2021-08-14
1684,AR,2021-08-15
1685,AR,2021-08-16
1686,AR,2021-08-17
1687,AR,2021-08-18
1688,AR,2021-08-19
1689,AR,2021-08-20
1690,AR,2021-08-21
1691,AR,2021-08-22
1692,AR,2021-08-23
1693,AR,2021-08-24
1694,AR,2021-08-25
1695,AR,2021-08-26
1696,AR,2021-08-27
1697,AR,2021-08-28
1698,AR,2021-08-29
1699,AR,2021-08-30
1700,AR,2021-08-31
1701,AR,2021-09-01
1702,AR,2021-09-02
1703,AR,2021-09-03
1704,AR,2021-09-04
1705,AR,2021-09-05
1706,AR,2021-09-06
1707,AR,2021-09-07
1708,AR,2021-09-08
1709,AR,2021-09-09
1710,AR,2021-09-10
1711,AR,2021-09-11
1712,AR,2021-09-12
1713,AR,2021-09-13
1714,AR,2021-09-14
1715,AR,2021-09-15
1716,AR,2021-09-16
1717,AR,2021-09-17
1718,AR,2021-09-18
1719,AR,2021-09-19
1720,AR,2021-09-20
1721,AR,2021-09-21
1722,AR,2021-09-22
1723,AR,2021-09-23
1724,AR,2021-09-24
1725,AR,2021-09-25
1726,AR,2021-09-26
1727,AR,2021-09-27
1728,AR,2021-09-28
1729,AR,2021-09-29
1730,AR,2021-09-30
1731,AR,2021-10-01
1732,AR,2021-10-02
1733,AR,2021-10-03
1734,AR,2021-10-04
1735,AR,2021-10-05
1736,AR,2021-10-06
1737,AR,2021-10-07
1738,AR,2021-10-08
1739,AR,2021-10-09
1740,AR,2021-10-10
1741,AR,2021-10-11
1742,AR,2021-10-12
1743,AR,2021-10-13
1744,AR,2021-10-14
1745,AR,2021-10-15
1746,AR,2021-10-16
1747,AR,2021-10-17
1748,AR,2021-10-18
1749,AR,2021-10-19
1750,AR,2021-10-20
1751,AR,2021-10-21
1752,AR,2021-10-22
1753,AR,2021-10-23
1754,AR,2021-10-24
1755,AR,2021-10-25
1756,AR,2021-10-26
1757,AR,2021-10-27
1758,AR,2021-10-28
1759,AR,2021-10-29
1760,AR,2021-10-30
1761,AR,2021-10-31
1762,AS,2020-03-31
1763,AS,2020-04-01
1764,AS,2020-04-02
1765,AS,2020-04-03
1766,AS,2020-04-04
1767,AS,2020-04-05
1768,AS,2020-04-06
1769,AS,2020-04-07
1770,AS,2020-04-08
1771,AS,2020-04-09
1772,AS,2020-04-10
1773,AS,2020-04-11
1774,AS,2020-04-12
1775,AS,2020-04-13
1776,AS,2020-04-14
1777,AS,2020-04-15
1778,AS,2020-04-16
1779,AS,2020-04-17
1780,AS,2020-04-18
1781,AS,2020-04-19
1782,AS,2020-04-20
1783,AS,2020-04-21
1784,AS,2020-04-22
1785,AS,2020-04-23
1786,AS,2020-04-24
1787,AS,2020-04-25
1788,AS,2020-04-26
1789,AS,2020-04-27
1790,AS,2020-04-28
1791,AS,2020-04-29
1792,AS,2020-04-30
1793,AS,2020-05-01
1794,AS,2020-05-02
1795,AS,2020-05-03
1796,AS,2020-05-04
1797,AS,2020-05-05
1798,AS,2020-05-06
1799,AS,2020-05-07
1800,AS,2020-05-08
1801,AS,2020-05-09
1802,AS,2020-05-10
1803,AS,2020-05-11
1804,AS,2020-05-12
1805,AS,2020-05-13
1806,AS,2020-05-14
1807,AS,2020-05-15
1808,AS,2020-05-16
1809,AS,2020-05-17
1810,AS,2020-05-18
1811,AS,2020-05-19
1812,AS,2020-05-20
1813,AS,2020-05-21
1814,AS,2020-05-22
1815,AS,2020-05-23
1816,AS,2020-05-24
1817,AS,2020-05-25
1818,AS,2020-05-26
1819,AS,2020-05-27
1820,AS,2020-05-28
1821,AS,2020-05-29
1822,AS,2020-05-30
1823,AS,2020-05-31
1824,AS,2020-06-01
1825,AS,2020-06-02
1826,AS,2020-06-03
1827,AS,2020-06-04
1828,AS,2020-06-05
1829,AS,2020-06-06
1830,AS,2020-06-07
1831,AS,2020-06-08
1832,AS,2020-06-09
1833,AS,2020-06-10
1834,AS,2020-06-11
1835,AS,2020-06-12
1836,AS,2020-06-13
1837,AS,2020-06-14
1838,AS,2020-06-15
1839,AS,2020-06-16
1840,AS,2020-06-17
1841,AS,2020-06-18
1842,AS,2020-06-19
1843,AS,2020-06-20
1844,AS,2020-06-21
1845,AS,2020-06-22
1846,AS,2020-06-23
1847,AS,2020-06-24
1848,AS,2020-06-25
1849,AS,2020-06-26
1850,AS,2020-06-27
1851,AS,2020-06-28
1852,AS,2020-06-29
1853,AS,2020-06-30
1854,AS,2020-07-01
1855,AS,2020-07-02
1856,AS,2020-07-03
1857,AS,2020-07-04
1858,AS,2020-07-05
1859,AS,2020-07-06
1860,AS,2020-07-07
1861,AS,2020-07-08
1862,AS,2020-07-09
1863,AS,2020-07-10
1864,AS,2020-07-11
1865,AS,2020-07-12
1866,AS,2020-07-13
1867,AS,2020-07-14
1868,AS,2020-07-15
1869,AS,2020-07-16
1870,AS,2020-07-17
1871,AS,2020-07-18
1872,AS,2020-07-19
1873,AS,2020-07-20
1874,AS,2020-07-21
1875,AS,2020-07-22
1876,AS,2020-07-23
1877,AS,2020-07-24
1878,AS,2020-07-25
1879,AS,2020-07-26
1880,AS,2020-07-27
1881,AS,2020-07-28
1882,AS,2020-07-29
1883,AS,2020-07-30
1884,AS,2020-07-31
1885,AS,2020-08-01
1886,AS,2020-08-02
1887,AS,2020-08-03
1888,AS,2020-08-04
1889,AS,2020-08-05
1890,AS,2020-08-06
1891,AS,2020-08-07
1892,AS,2020-08-08
1893,AS,2020-08-09
1894,AS,2020-08-10
1895,AS,2020-08-11
1896,AS,2020-08-12
1897,AS,2020-08-13
1898,AS,2020-08-14
1899,AS,2020-08-15
1900,AS,2020-08-16
1901,AS,2020-08-17
1902,AS,2020-08-18
1903,AS,2020-08-19
1904,AS,2020-08-20
1905,AS,2020-08-21
1906,AS,2020-08-22
1907,AS,2020-08-23
1908,AS,2020-08-24
1909,AS,2020-08-25
1910,AS,2020-08-26
1911,AS,2020-08-27
1912,AS,2020-08-28
1913,AS,2020-08-29
1914,AS,2020-08-30
1915,AS,2020-08-31
1916,AS,2020-09-01
1917,AS,2020-09-02
1918,AS,2020-09-03
1919,AS,2020-09-04
1920,AS,2020-09-05
1921,AS,2020-09-06
1922,AS,2020-09-07
1923,AS,2020-09-08
1924,AS,2020-09-09
1925,AS,2020-09-10
1926,AS,2020-09-11
1927,AS,2020-09-12
1928,AS,2020-09-13
1929,AS,2020-09-14
1930,AS,2020-09-15
1931,AS,2020-09-16
1932,AS,2020-09-17
1933,AS,2020-09-18
1934,AS,2020-09-19
1935,AS,2020-09-20
1936,AS,2020-09-21
1937,AS,2020-09-22
1938,AS,2020-09-23
1939,AS,2020-09-24
1940,AS,2020-09-25
1941,AS,2020-09-26
1942,AS,2020-09-27
1943,AS,2020-09-28
1944,AS,2020-09-29
1945,AS,2020-09-30
1946,AS,2020-10-01
1947,AS,2020-10-02
1948,AS,2020-10-03
1949,AS,2020-10-04
1950,AS,2020-10-05
1951,AS,2020-10-06
1952,AS,2020-10-07
1953,AS,2020-10-08
1954,AS,2020-10-09
1955,AS,2020-10-10
1956,AS,2020-10-11
1957,AS,2020-10-12
1958,AS,2020-10-13
1959,AS,2020-10-14
1960,AS,2020-10-15
1961,AS,2020-10-16
1962,AS,2020-10-17
1963,AS,2020-10-18
1964,AS,2020-10-19
1965,AS,2020-10-20
1966,AS,2020-10-21
1967,AS,2020-10-22
1968,AS,2020-10-23
1969,AS,2020-10-24
1970,AS,2020-10-25
1971,AS,2020-10-26
1972,AS,2020-10-27
1973,AS,2020-10-28
1974,AS,2020-10-29
1975,AS,2020-10-30
1976,AS,2020-10-31
1977,AS,2020-11-01
1978,AS,2020-11-02
1979,AS,2020-11-03
1980,AS,2020-11-04
1981,AS,2020-11-05
1982,AS,2020-11-06
1983,AS,2020-11-07
1984,AS,2020-11-08
1985,AS,2020-11-09
1986,AS,2020-11-10
1987,AS,2020-11-11
1988,AS,2020-11-12
1989,AS,2020-11-13
1990,AS,2020-11-14
1991,AS,2020-11-15
1992,AS,2020-11-16
1993,AS,2020-11-17
1994,AS,2020-11-18
1995,AS,2020-11-19
1996,AS,2020-11-20
1997,AS,2020-11-21
1998,AS,2020-11-22
1999,AS,2020-11-23
2000,AS,2020-11-24
2001,AS,2020-11-25
2002,AS,2020-11-26
2003,AS,2020-11-27
2004,AS,2020-11-28
2005,AS,2020-11-29
2006,AS,2020-11-30
2007,AS,2020-12-01
2008,AS,2020-12-02
2009,AS,2020-12-03
2010,AS,2020-12-04
2011,AS,2020-12-05
2012,AS,2020-12-06
2013,AS,2020-12-07
2014,AS,2020-12-08
2015,AS,2020-12-09
2016,AS,2020-12-10
2017,AS,2020-12-11
2018,AS,2020-12-12
2019,AS,2020-12-13
2020,AS,2020-12-14
2021,AS,2020-12-15
2022,AS,2020-12-16
2023,AS,2020-12-17
2024,AS,2020-12-18
2025,AS,2020-12-19
2026,AS,2020-12-20
2027,AS,2020-12-21
2028,AS,2020-12-22
2029,AS,2020-12-23
2030,AS,2020-12-24
2031,AS,2020-12-25
2032,AS,2020-12-26
2033,AS,2020-12-27
2034,AS,2020-12-28
2035,AS,2020-12-29
2036,AS,2020-12-30
2037,AS,2020-12-31
2038,AS,2021-01-01
2039,AS,2021-01-02
2040,AS,2021-01-03
2041,AS,2021-01-04
2042,AS,2021-01-05
2043,AS,2021-01-06
2044,AS,2021-01-07
2045,AS,2021-01-08
2046,AS,2021-01-09
2047,AS,2021-01-10
2048,AS,2021-01-11
2049,AS,2021-01-12
2050,AS,2021-01-13
2051,AS,2021-01-14
2052,AS,2021-01-15
2053,AS,2021-01-16
2054,AS,2021-01-17
2055,AS,2021-01-18
2056,AS,2021-01-19
2057,AS,2021-01-20
2058,AS,2021-01-21
2059,AS,2021-01-22
2060,AS,2021-01-23
2061,AS,2021-01-24
2062,AS,2021-01-25
2063,AS,2021-01-26
2064,AS,2021-01-27
2065,AS,2021-01-28
2066,AS,2021-01-29
2067,AS,2021-01-30
2068,AS,2021-01-31
2069,AS,2021-02-01
2070,AS,2021-02-02
2071,AS,2021-02-03
2072,AS,2021-02-04
2073,AS,2021-02-05
2074,AS,2021-02-06
2075,AS,2021-02-07
2076,AS,2021-02-08
2077,AS,2021-02-09
2078,AS,2021-02-10
2079,AS,2021-02-11
2080,AS,2021-02-12
2081,AS,2021-02-13
2082,AS,2021-02-14
2083,AS,2021-02-15
2084,AS,2021-02-16
2085,AS,2021-02-17
2086,AS,2021-02-18
2087,AS,2021-02-19
2088,AS,2021-02-20
2089,AS,2021-02-21
2090,AS,2021-02-22
2091,AS,2021-02-23
2092,AS,2021-02-24
2093,AS,2021-02-25
2094,AS,2021-02-26
2095,AS,2021-02-27
2096,AS,2021-02-28
2097,AS,2021-03-01
2098,AS,2021-03-02
2099,AS,2021-03-03
2100,AS,2021-03-04
2101,AS,2021-03-05
2102,AS,2021-03-06
2103,AS,2021-03-07
2104,AS,2021-03-08
2105,AS,2021-03-09
2106,AS,2021-03-10
2107,AS,2021-03-11
2108,AS,2021-03-12
2109,AS,2021-03-13
2110,AS,2021-03-14
2111,AS,2021-03-15
2112,AS,2021-03-16
2113,AS,2021-03-17
2114,AS,2021-03-18
2115,AS,2021-03-19
2116,AS,2021-03-20
2117,AS,2021-03-21
2118,AS,2021-03-22
2119,AS,2021-03-23
2120,AS,2021-03-24
2121,AS,2021-03-25
2122,AS,2021-03-26
2123,AS,2021-03-27
2124,AS,2021-03-28
2125,AS,2021-03-29
2126,AS,2021-03-30
2127,AS,2021-03-31
2128,AS,2021-04-01
2129,AS,2021-04-02
2130,AS,2021-04-03
2131,AS,2021-04-04
2132,AS,2021-04-05
2133,AS,2021-04-06
2134,AS,2021-04-07
2135,AS,2021-04-08
2136,AS,2021-04-09
2137,AS,2021-04-10
2138,AS,2021-04-11
2139,AS,2021-04-12
2140,AS,2021-04-13
2141,AS,2021-04-14
2142,AS,2021-04-15
2143,AS,2021-04-16
2144,AS,2021-04-17
2145,AS,2021-04-18
2146,AS,2021-04-19
2147,AS,2021-04-20
2148,AS,2021-04-21
2149,AS,2021-04-22
2150,AS,2021-04-23
2151,AS,2021-04-24
2152,AS,2021-04-25
2153,AS,2021-04-26
2154,AS,2021-04-27
2155,AS,2021-04-28
2156,AS,2021-04-29
2157,AS,2021-04-30
2158,AS,2021-05-01
2159,AS,2021-05-02
2160,AS,2021-05-03
2161,AS,2021-05-04
2162,AS,2021-05-05
2163,AS,2021-05-06
2164,AS,2021-05-07
2165,AS,2021-05-08
2166,AS,2021-05-09
2167,AS,2021-05-10
2168,AS,2021-05-11
2169,AS,2021-05-12
2170,AS,2021-05-13
2171,AS,2021-05-14
2172,AS,2021-05-15
2173,AS,2021-05-16
2174,AS,2021-05-17
2175,AS,2021-05-18
2176,AS,2021-05-19
2177,AS,2021-05-20
2178,AS,2021-05-21
2179,AS,2021-05-22
2180,AS,2021-05-23
2181,AS,2021-05-24
2182,AS,2021-05-25
2183,AS,2021-05-26
2184,AS,2021-05-27
2185,AS,2021-05-28
2186,AS,2021-05-29
2187,AS,2021-05-30
2188,AS,2021-05-31
2189,AS,2021-06-01
2190,AS,2021-06-02
2191,AS,2021-06-03
2192,AS,2021-06-04
2193,AS,2021-06-05
2194,AS,2021-06-06
2195,AS,2021-06-07
2196,AS,2021-06-08
2197,AS,2021-06-09
2198,AS,2021-06-10
2199,AS,2021-06-11
2200,AS,2021-06-12
2201,AS,2021-06-13
2202,AS,2021-06-14
2203,AS,2021-06-15
2204,AS,2021-06-16
2205,AS,2021-06-17
2206,AS,2021-06-18
2207,AS,2021-06-19
2208,AS,2021-06-20
2209,AS,2021-06-21
2210,AS,2021-06-22
2211,AS,2021-06-23
2212,AS,2021-06-24
2213,AS,2021-06-25
2214,AS,2021-06-26
2215,AS,2021-06-27
2216,AS,2021-06-28
2217,AS,2021-06-29
2218,AS,2021-06-30
2219,AS,2021-07-01
2220,AS,2021-07-02
2221,AS,2021-07-03
2222,AS,2021-07-04
2223,AS,2021-07-05
2224,AS,2021-07-06
2225,AS,2021-07-07
2226,AS,2021-07-08
